Point in Time[s],Optimisation Time[s]
10680.0,0.026
10690.0,0.017
10700.0,0.017
10710.0,0.031
10720.0,0.022
10730.0,0.023
10740.0,0.028
10750.0,0.025
10760.0,0.019
10770.0,0.022
10780.0,0.027
10790.0,0.023
10800.0,0.027
10810.0,0.019
10820.0,0.02
10830.0,0.03
10840.0,0.031
10850.0,0.028
10860.0,0.032
10870.0,0.027
10880.0,0.026
10890.0,0.028
10900.0,0.025
10910.0,0.027
10920.0,0.022
10930.0,0.029
10940.0,0.022
10950.0,0.029
10960.0,0.023
10970.0,0.035
10980.0,0.064
10990.0,0.026
11000.0,0.024
11010.0,0.025
11020.0,0.019
11030.0,0.03
11040.0,0.021
11050.0,0.017
11060.0,0.027
11070.0,0.025
11080.0,0.025
11090.0,0.029
11100.0,0.024
11110.0,0.03
11120.0,0.02
11130.0,0.035
11140.0,0.034
11150.0,0.032
11160.0,0.034
11170.0,0.03
11180.0,0.021
11190.0,0.029
11200.0,0.029
11210.0,0.028
11220.0,0.041
11230.0,0.037
11240.0,0.024
11250.0,0.031
11260.0,0.03
11270.0,0.021
11280.0,0.024
11290.0,0.027
11300.0,0.022
11310.0,0.019
11320.0,0.026
11330.0,0.027
11340.0,0.025
11350.0,0.027
11360.0,0.033
11370.0,0.021
11380.0,0.029
11390.0,0.03
11400.0,0.028
11410.0,0.021
11420.0,0.033
11430.0,0.031
11440.0,0.038
11450.0,0.024
11460.0,0.025
11470.0,0.022
11480.0,0.036
11490.0,0.028
11500.0,0.034
11510.0,0.022
11520.0,0.026
11530.0,0.022
11540.0,0.02
11550.0,0.03
11560.0,0.027
11570.0,0.03
11580.0,0.034
11590.0,0.018
11600.0,0.03
11610.0,0.026
11620.0,0.021
11630.0,0.026
11640.0,0.017
11650.0,0.021
11660.0,0.021
11670.0,0.037
11680.0,0.035
11690.0,0.03
11700.0,0.019
11710.0,0.023
11720.0,0.031
11730.0,0.028
11740.0,0.025
11750.0,0.03
11760.0,0.029
11770.0,0.03
11780.0,0.031
11790.0,0.031
11800.0,0.028
11810.0,0.022
11820.0,0.02
11830.0,0.033
11840.0,0.026
11850.0,0.033
11860.0,0.03
11870.0,0.021
11880.0,0.029
11890.0,0.029
11900.0,0.027
11910.0,0.024
11920.0,0.03
11930.0,0.039
11940.0,0.03
11950.0,0.031
11960.0,0.032
11970.0,0.035
11980.0,0.024
11990.0,0.021
12000.0,0.032
12010.0,0.031
12020.0,0.026
12030.0,0.033
12040.0,0.034
12050.0,0.021
12060.0,0.031
12070.0,0.026
12080.0,0.022
12090.0,0.026
12100.0,0.033
12110.0,0.025
12120.0,0.03
12130.0,0.032
12140.0,0.032
12150.0,0.031
12160.0,0.024
12170.0,0.028
12180.0,0.039
12190.0,0.029
12200.0,0.022
12210.0,0.028
12220.0,0.035
12230.0,0.029
12240.0,0.031
12250.0,0.029
12260.0,0.017
12270.0,0.029
12280.0,0.029
12290.0,0.028
12300.0,0.028
12310.0,0.027
12320.0,0.031
12330.0,0.033
12340.0,0.03
12350.0,0.031
12360.0,0.037
12370.0,0.018
12380.0,0.03
12390.0,0.023
12400.0,0.024
12410.0,0.023
12420.0,0.024
12430.0,0.033
12440.0,0.027
12450.0,0.028
12460.0,0.021
12470.0,0.031
12480.0,0.025
12490.0,0.022
12500.0,0.026
12510.0,0.027
12520.0,0.017
12530.0,0.031
12540.0,0.024
12550.0,0.034
12560.0,0.027
12570.0,0.023
12580.0,0.026
12590.0,0.03
12600.0,0.029
12610.0,0.03
12620.0,0.021
12630.0,0.025
12640.0,0.03
12650.0,0.035
12660.0,0.029
12670.0,0.023
12680.0,0.032
12690.0,0.033
12700.0,0.025
12710.0,0.04
12720.0,0.03
12730.0,0.028
12740.0,0.026
12750.0,0.017
12760.0,0.029
12770.0,0.024
12780.0,0.02
12790.0,0.064
12800.0,0.022
12810.0,0.023
12820.0,0.025
12830.0,0.028
12840.0,0.031
12850.0,0.025
12860.0,0.026
12870.0,0.023
12880.0,0.028
12890.0,0.032
12900.0,0.025
12910.0,0.027
12920.0,0.019
12930.0,0.027
12940.0,0.03
12950.0,0.033
12960.0,0.026
12970.0,0.017
12980.0,0.027
12990.0,0.027
13000.0,0.027
13010.0,0.03
13020.0,0.019
13030.0,0.025
13040.0,0.024
13050.0,0.02
13060.0,0.026
13070.0,0.023
13080.0,0.027
13090.0,0.028
13100.0,0.032
13110.0,0.017
13120.0,0.031
13130.0,0.032
13140.0,0.032
13150.0,0.031
13160.0,0.021
13170.0,0.024
13180.0,0.027
13190.0,0.026
13200.0,0.032
13210.0,0.031
13220.0,0.033
13230.0,0.029
13240.0,0.018
13250.0,0.032
13260.0,0.035
13270.0,0.021
13280.0,0.031
13290.0,0.033
13300.0,0.035
13310.0,0.019
13320.0,0.018
13330.0,0.02
13340.0,0.032
13350.0,0.03
13360.0,0.025
13370.0,0.035
13380.0,0.029
13390.0,0.017
13400.0,0.03
13410.0,0.036
13420.0,0.031
13430.0,0.029
13440.0,0.022
13450.0,0.019
13460.0,0.024
13470.0,0.015
13480.0,0.02
13490.0,0.026
13500.0,0.033
13510.0,0.024
13520.0,0.031
13530.0,0.028
13540.0,0.032
