Point in Time[s],Optimisation Time[s]
14820.0,0.022
14830.0,0.018
14840.0,0.022
14850.0,0.025
14860.0,0.024
14870.0,0.023
14880.0,0.024
14890.0,0.022
14900.0,0.015
14910.0,0.025
14920.0,0.025
14930.0,0.025
14940.0,0.015
14950.0,0.026
14960.0,0.025
14970.0,0.024
14980.0,0.025
14990.0,0.017
15000.0,0.022
15010.0,0.018
15020.0,0.024
15030.0,0.014
15040.0,0.015
15050.0,0.018
15060.0,0.022
15070.0,0.025
15080.0,0.027
15090.0,0.014
15100.0,0.025
15110.0,0.023
15120.0,0.016
15130.0,0.028
15140.0,0.015
15150.0,0.023
15160.0,0.028
15170.0,0.015
15180.0,0.019
15190.0,0.014
15200.0,0.023
15210.0,0.015
15220.0,0.024
15230.0,0.035
15240.0,0.014
15250.0,0.034
15260.0,0.014
15270.0,0.026
15280.0,0.015
15290.0,0.022
15300.0,0.025
15310.0,0.016
15320.0,0.03
15330.0,0.017
15340.0,0.016
15350.0,0.015
15360.0,0.021
15370.0,0.016
15380.0,0.025
15390.0,0.015
15400.0,0.015
15410.0,0.025
15420.0,0.018
15430.0,0.027
15440.0,0.018
15450.0,0.015
15460.0,0.027
15470.0,0.025
15480.0,0.025
15490.0,0.014
15500.0,0.024
15510.0,0.017
15520.0,0.019
15530.0,0.015
15540.0,0.024
15550.0,0.014
